Elm	Domain	interactorElm	interactorDomain	StartElm	StopElm	StartDomain	StopDomain	AffinityMin	AffinityMax	PMID	taxonomyElm	taxonomyDomain	
LIG_EVH1_1	PF00568	P33379	Q8N8S7	265	269	1	108	5.0	5.0	10990454,10338211,9312002	"1639"(Listeria monocytogenes)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P33379	P50552	265	269	1	110	None	None	10990454,10338211,9312002	"1639"(Listeria monocytogenes)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P33379	Q03173	265	269	1	108	None	None	10990454,10338211,9312002	"1639"(Listeria monocytogenes)	"10090"(Mus musculus)
LIG_EVH1_1	PF00568	P33379	P50552	300	304	1	110	None	None	8861907,10990454,9312002	"1639"(Listeria monocytogenes)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P33379	Q03173	300	304	1	108	None	None	8861907,10990454,9312002	"1639"(Listeria monocytogenes)	"10090"(Mus musculus)
LIG_EVH1_1	PF00568	P33379	P70429	300	304	1	109	None	None	8861907,10990454,9312002	"1639"(Listeria monocytogenes)	"10090"(Mus musculus)
LIG_EVH1_1	PF00568	P33379	P50552	335	339	1	110	None	None	10990454,9312002	"1639"(Listeria monocytogenes)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P33379	Q03173	335	339	1	108	None	None	10990454,9312002	"1639"(Listeria monocytogenes)	"10090"(Mus musculus)
LIG_EVH1_1	PF00568	P33379	P50552	380	384	1	110	None	None	10990454,9312002	"1639"(Listeria monocytogenes)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P33379	Q03173	380	384	1	108	None	None	10990454,9312002	"1639"(Listeria monocytogenes)	"10090"(Mus musculus)
LIG_EVH1_1	PF00568	Q12955	P50552	3254	3258	1	110	None	None	9312002	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P12003	P50552	842	846	1	110	None	None	8980130	"9031"(Gallus gallus)	"9606"(Homo sapiens)
LIG_EVH1_2	PF00568	Q08877	Q9Z214	809	813	1	107	None	None	9808459	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_EVH1_1	PF00568	O15117	P50552	616	620	1	110	None	None	10747096	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q04584	Q8N8S7	102	106	1	108	None	None	9693373	"9031"(Gallus gallus)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q04584	Q8N8S7	113	117	1	108	None	None	9693373	"9031"(Gallus gallus)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q04584	Q8N8S7	121	125	1	108	None	None	9693373	"9031"(Gallus gallus)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q15942	Q8N8S7	104	108	1	108	None	None	10801818	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q15942	Q8N8S7	114	118	1	108	None	None	10801818	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q15942	Q8N8S7	73	77	1	108	None	None	10801818,10338211	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q15942	Q8N8S7	93	97	1	108	None	None	10801818	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P18206	P50552	842	846	1	110	None	None	10338211,9312002,11911879	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P18206	Q8N8S7	842	846	1	108	23.0	23.0	10338211,9312002,11911879	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_2	PF00568	Q14643	Q9Z214	49	53	1	107	None	None	9808459	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_EVH1_1	PF00568	P51617	P50552	168	172	1	110	None	None	20044140	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_2	PF00568	P23385	Q9Z214	1152	1156	1	107	None	None	9808459,10798399	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_EVH1_2	PF00568	Q13255	Q9Z214	1147	1151	1	107	None	None	10798399	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_EVH1_2	PF00568	P31424	Q9Z214	1156	1160	1	107	None	None	9808459,11491285	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_EVH1_1	PF00568	Q9Y6N7	Q8N8S7	1186	1190	1	108	None	None	10338211,10892742	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_2	PF00568	P21817	Q9Z214	1773	1777	1	107	None	None	12223488	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_EVH1_2	PF00568	Q9JLU4	Q9Z214	1385	1389	1	107	None	None	10433269	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_EVH1_2	PF00568	Q9JLU4	Q9Z214	908	912	1	107	None	None	10433269	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_EVH1_1	PF00568	O35464	Q9UI08	1011	1015	1	109	None	None	10993894	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q9H2E6	Q9UI08	1010	1014	1	109	None	None	10993894	"9606"(Homo sapiens)	"9606"(Homo sapiens)
TRG_NLS_MonoExtN_4	PF00514	P01106	Q02821	320	327	None	None	None	None	3054508,10745017	"9606"(Homo sapiens)	"559292"(Saccharomyces cerevisiae S288c)
CLV_C14_Caspase3-7	PF00656	Q13043	P42574	323	327	45	275	None	None	11278283,11278782	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q13188	P42574	319	323	45	275	None	None	11278283	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P09874	P42574	211	215	45	275	None	None	8090205	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P08621	P42574	338	342	45	275	None	None	8642305	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P78527	P42574	2710	2714	45	275	None	None	8670824	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q12772	P42574	465	469	45	275	None	None	8605870	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P36956	P42574	457	461	45	275	None	None	7629113	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q13813	P42574	1182	1186	45	275	None	None	9712874	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q13813	P42574	1475	1479	45	275	None	None	9712874	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q01082	P42574	1454	1458	45	275	None	None	9712874	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P42858	P42574	547	551	45	275	None	None	16777606	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	O54824	P70677	1201	1205	45	275	None	None	10479680	"10090"(Mus musculus)	"10090"(Mus musculus)
CLV_C14_Caspase3-7	PF00656	Q63767	P55213	413	417	45	275	None	None	10712510	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
CLV_C14_Caspase3-7	PF00656	Q63767	P55213	745	749	45	275	None	None	10712510	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
CLV_C14_Caspase3-7	PF00656	P06400	P42574	883	887	45	275	None	None	11420704	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P06400	P42574	346	350	45	275	None	None	11420704	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q13177	P42574	209	213	45	275	None	None	9171063	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q05655	P42574	326	330	45	275	None	None	8557034	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P11473	P42574	195	199	45	275	None	None	18832097	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P52566	P42574	16	20	45	275	None	None	8626669	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	O35254	P42574	317	321	45	275	None	None	11815631	"10116"(Rattus norvegicus)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	O35254	P42574	372	376	45	275	None	None	11815631	"10116"(Rattus norvegicus)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	O35254	P42574	390	394	45	275	None	None	11815631	"10116"(Rattus norvegicus)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q13464	P42574	1110	1114	45	275	None	None	11283607	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P32926	P42574	778	782	45	275	None	None	11500511	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q02413	P42574	885	889	45	275	None	None	16286477	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P12830	P42574	747	751	45	275	None	None	11076937	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P55212	P42574	176	180	45	275	None	None	8900201	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P55212	P42574	190	194	45	275	None	None	8900201	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P55212	P42574	20	24	45	275	None	None	8900201	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P55211	P42574	327	331	45	275	None	None	8900201	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P54259	P42574	103	107	45	275	None	None	10085113,9535906	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q9HAW4	P42574	22	26	45	275	None	None	17431426	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q9UQF2	P42574	95	99	45	275	None	None	21237154	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q9UQF2	P42574	405	409	45	275	None	None	21237154	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q7KZF4	P42574	812	816	45	275	None	None	19820703	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q01094	P51610	97	100	215	263	None	None	17612494,16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q01094	P51610	97	100	91	145	None	None	17612494,16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q01094	P51610	97	100	264	330	None	None	17612494,16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q01094	P51610	97	100	146	208	None	None	17612494,16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P06492	P51610	361	364	215	263	None	None	9389645	"10299"(Herpes simplex virus (type 1 / strain 17))	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P06492	P51610	361	364	91	145	None	None	9389645	"10299"(Herpes simplex virus (type 1 / strain 17))	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P06492	P51610	361	364	264	330	None	None	9389645	"10299"(Herpes simplex virus (type 1 / strain 17))	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P06492	P51610	361	364	146	208	None	None	9389645	"10299"(Herpes simplex virus (type 1 / strain 17))	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NS37	P51610	303	306	215	263	None	None	10871379,15705566	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NS37	P51610	303	306	91	145	None	None	10871379,15705566	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NS37	P51610	303	306	264	330	None	None	10871379,15705566	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NS37	P51610	303	306	146	208	None	None	10871379,15705566	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NWW0	P51610	76	79	215	263	None	None	12235138	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NWW0	P51610	76	79	91	145	None	None	12235138	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NWW0	P51610	76	79	264	330	None	None	12235138	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NWW0	P51610	76	79	146	208	None	None	12235138	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q16254	P51610	389	392	215	263	None	None	16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q16254	P51610	389	392	91	145	None	None	16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q16254	P51610	389	392	264	330	None	None	16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q16254	P51610	389	392	146	208	None	None	16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	O43889	P51610	78	81	215	263	None	None	9658067,9389645	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	O43889	P51610	78	81	91	145	None	None	9658067,9389645	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	O43889	P51610	78	81	264	330	None	None	9658067,9389645	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	O43889	P51610	78	81	146	208	None	None	9658067,9389645	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P29747	P51610	64	67	215	263	None	None	9658067,9389645	"7227"(Drosophila melanogaster)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P29747	P51610	64	67	91	145	None	None	9658067,9389645	"7227"(Drosophila melanogaster)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P29747	P51610	64	67	264	330	None	None	9658067,9389645	"7227"(Drosophila melanogaster)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P29747	P51610	64	67	146	208	None	None	9658067,9389645	"7227"(Drosophila melanogaster)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P08152	P51610	162	165	215	263	None	None	14532282	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P08152	P51610	162	165	91	145	None	None	14532282	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P08152	P51610	162	165	264	330	None	None	14532282	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P08152	P51610	162	165	146	208	None	None	14532282	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9JJD0	P51610	234	237	215	263	None	None	20581084	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9JJD0	P51610	234	237	91	145	None	None	20581084	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9JJD0	P51610	234	237	264	330	None	None	20581084	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9JJD0	P51610	234	237	146	208	None	None	20581084	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q8WTV1	P51610	177	180	215	263	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q8WTV1	P51610	177	180	91	145	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q8WTV1	P51610	177	180	264	330	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q8WTV1	P51610	177	180	146	208	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NVV9	P51610	134	137	215	263	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NVV9	P51610	134	137	91	145	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NVV9	P51610	134	137	264	330	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NVV9	P51610	134	137	146	208	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q5VV67	P51610	1295	1298	215	263	None	None	18343819	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q5VV67	P51610	1295	1298	91	145	None	None	18343819	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q5VV67	P51610	1295	1298	264	330	None	None	18343819	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q5VV67	P51610	1295	1298	146	208	None	None	18343819	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_1	PF01652	Q04637	P07260	612	618	38	199	None	None	7651417,14675538	"9606"(Homo sapiens)	"559292"(Saccharomyces cerevisiae S288c)
LIG_eIF4E_1	PF01652	O43432	P06730	624	630	38	200	None	None	10394359	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_1	PF01652	P39935	P07260	452	458	38	199	None	None	9118949	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_eIF4E_1	PF01652	P39936	P07260	423	429	38	199	None	None	9118949	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_eIF4E_1	PF01652	O61380	P48598	621	627	82	242	None	None	10872469	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_eIF4E_1	PF01652	P12962	P07260	4	10	38	199	None	None	9118949	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_eIF4E_1	PF01652	Q13541	P06730	54	60	38	200	None	None	10394359,10406811	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_1	PF01652	Q13542	P06730	54	60	38	200	None	None	10406811	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_1	PF01652	Q03387	P29557	66	72	41	200	None	None	9118949	"4565"(Triticum aestivum)	"4565"(Triticum aestivum)
LIG_eIF4E_1	PF01652	O60516	P06730	40	46	38	200	None	None	10394359	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_1	PF01652	Q8TEQ6	P07260	992	998	38	199	None	None	16739988	"9606"(Homo sapiens)	"559292"(Saccharomyces cerevisiae S288c)
LIG_eIF4E_1	PF01652	Q9VMA3	P48598	327	333	82	242	None	None	14685270	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_eIF4E_1	PF01652	Q10475	P78954	830	836	39	201	None	None	9326485	"284812"(Schizosaccharomyces pombe 972h-)	"284812"(Schizosaccharomyces pombe 972h-)
LIG_eIF4E_2	PF01652	O00571	P06730	38	44	38	200	None	None	17667941	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_2	PF01652	Q9BY44	P06730	446	452	38	200	None	None		"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_2	PF01652	O15523	P06730	38	44	38	200	None	None		"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_2	PF01652	Q5C9Z4	P06730	338	344	38	200	None	None		"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_2	PF01652	O75821	P06730	213	219	38	200	None	None		"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_SPAK_OSR1_1	PF12202	P55017	O95747	19	23	434	465	None	None	18270262	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_SPAK_OSR1_1	PF12202	P55017	Q9UEW8	19	23	452	483	None	None	18270262	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	O88506	1257	1261	460	491	None	None	16263722	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	Q6P9R2	1257	1261	434	465	None	None	16263722	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	O88506	1945	1949	460	491	None	None	16263722	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	Q6P9R2	1945	1949	434	465	None	None	16263722	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	O88506	1859	1863	460	491	None	None	16263722	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	Q6P9R2	1859	1863	434	465	None	None	16263722	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	O88506	1957	1961	460	491	None	None	16263722	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	Q6P9R2	1957	1961	434	465	None	None	16263722	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_Integrin_isoDGR_2	PF00362	P03135	P05556	511	513	34	464	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_2	PF01839	P03135	P08648	511	513	None	None	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_2	PF08441	P03135	P08648	511	513	489	921	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_2	PF00362	P03135	P18084	511	513	35	463	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_2	PF01839	P03135	P06756	511	513	None	None	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_2	PF08441	P03135	P06756	511	513	467	914	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P03077	P29353	244	250	162	318	2.9	3.5	7543098	"10636"(Murine polyomavirus strain A2)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P05106	Q9Y490	767	773	310	401	0.76	0.76	12606711,20739287,18156175	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P05106	Q99704	767	773	151	254	37.0	37.0	12606711,20739287,18156175	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P06213	Q9Y4H2	993	999	194	296	None	None	7537849,8626723	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P06213	P35568	993	999	160	262	None	None	7537849,8626723	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P06213	P29353	993	999	162	318	None	None	7537849,8626723	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P05106	P29353	767	773	162	318	None	None	12606711,20739287,18156175	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P04629	P29353	490	496	162	318	None	None	8524391	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P24394	P35568	491	497	160	262	None	None	8599766,9697832	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P00533	Q99704	1104	1110	151	254	None	None	15476828	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P00533	Q99704	1166	1172	151	254	None	None	15476828	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	Q92835	P29353	909	915	162	318	None	None	9083021	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	Q07954	P29353	4501	4507	162	318	None	None	12789267	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	Q07954	O75553	4501	4507	42	168	None	None	12789267	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P24394	Q8WU20	491	497	17	109	None	None	8599766,9697832	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	Q61006	Q18PE0	547	553	110	204	None	None	20603078	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_PTB_Phospho_1	PF00640	P05106	P29353	779	785	162	318	None	None	20739287	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P35546	P29353	1057	1063	162	318	3.2	3.2	14607833	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P14784	P29353	358	364	162	318	0.75	0.85	8643566	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P16144	P29353	1590	1596	162	318	4.7	4.7	11044453	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P21860	P29353	1322	1328	162	318	None	None	8026468	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	Q92835	P29353	1016	1022	162	318	None	None	9099679	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	P05556	O75553	777	784	42	168	None	None	12606711	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF02174	P05556	Q9Y490	777	784	310	401	None	None	12606711	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	P26010	P49757	772	779	39	172	None	None	12606711	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF02174	P26010	Q99704	772	779	151	254	None	None	12606711	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	P05067	Q02410	756	763	461	618	0.32	0.32	8887653,10373567,18833287,9321393	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	P05067	O00213	756	763	None	None	0.2	0.2	8887653,10373567,18833287,9321393	"9606"(Homo sapiens)	"9606"(Homo sapiens)
