"ORF","baseMean","log2FoldChange","lfcSE","pvalue","padj","orf_name","contrast","DE","SGD","DESCRIPTION"
"YER011W",15067.6541586793,-1.32357867936708,0.137334999399021,2.20054560106841e-23,3.09005503403362e-22,"YER011W","CRISPY.ATG_vs_WT","down-regulated","S000000813","Cell wall mannoprotein; expression is downregulated at acidic pH and induced by cold shock and anaerobiosis; abundance is increased in cells cultured without shaking; member of the Srp1p/Tip1p family of serine-alanine-rich proteins"
"YER042W",664.850809705981,1.10197446145794,0.0995565916953545,1.54241812316532e-29,2.87508558120403e-28,"YER042W","CRISPY.ATG_vs_WT","up-regulated","S000000844","Methionine-S-sulfoxide reductase; involved in the response to oxidative stress; protects iron-sulfur clusters from oxidative inactivation along with MXR2; involved in the regulation of lifespan; reduced activity of human homolog implicated in Alzheimer disease"
"YER044C",4949.16348002616,-1.25971065674557,0.0446305503177685,3.173486344641e-176,6.91491731440913e-174,"YER044C","KAN_vs_WT","down-regulated","S000000846","Endoplasmic reticulum membrane protein; may facilitate protein-protein interactions between the Erg26p dehydrogenase and the Erg27p 3-ketoreductase and/or tether these enzymes to the ER, also interacts with Erg6p"
"YER056C-A",9078.34562122872,-1.00475707575865,0.0521276036553257,8.24960202127939e-84,1.02214186612675e-81,"YER056C-A","CRISPY.ATG_vs_WT","down-regulated","S000002135","Ribosomal 60S subunit protein L34A; homologous to mammalian ribosomal protein L34, no bacterial homolog; RPL34A has a paralog, RPL34B, that arose from the whole genome duplication"
"YER064C",2264.06880440382,-1.03937974234582,0.0745850947831881,3.67070631236646e-45,1.14262035408097e-43,"YER064C","CRISPY.ATG_vs_WT","down-regulated","S000000866","Non-essential nuclear protein; null mutation has global effects on transcription; VHR2 has a paralog, VHR1, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress"
"YER066C-A",49.1574292745619,1.16384853343596,0.314407901528456,1.7034678462338e-05,7.02624890362361e-05,"YER066C-A","KAN_vs_WT","up-regulated","S000002959","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YER067W"
"YER067W",238.517982656958,2.15808389570002,0.189002592732718,2.30814983602059e-31,4.70490284316583e-30,"YER067W","KAN_vs_WT","up-regulated","S000000869","Protein of unknown function; involved in energy metabolism under respiratory conditions; protein abundance is increased upon intracellular iron depletion or in response to DNA replication stress; RGI1 has a paralog, RGI2, that arose from the whole genome duplication"
"YER067W",238.517982656958,1.28782262542597,0.192725068427788,1.76099913198705e-12,1.31533729492035e-11,"YER067W","CRISPY.ATG_vs_WT","up-regulated","S000000869","Protein of unknown function; involved in energy metabolism under respiratory conditions; protein abundance is increased upon intracellular iron depletion or in response to DNA replication stress; RGI1 has a paralog, RGI2, that arose from the whole genome duplication"
"YER070W",5142.37546331917,-1.18440482883728,0.0537339514568491,1.4431231870449e-108,1.72058404130882e-106,"YER070W","KAN_vs_WT","down-regulated","S000000872","Major isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; relative distribution to the nucleus increases upon DNA replication stress; RNR1 has a paralog, RNR3, that arose from the whole genome duplication"
"YER070W",5142.37546331917,-1.18343003638588,0.0532589177734181,2.06893284623094e-110,6.88083508175438e-108,"YER070W","CRISPY.ATG_vs_WT","down-regulated","S000000872","Major isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; relative distribution to the nucleus increases upon DNA replication stress; RNR1 has a paralog, RNR3, that arose from the whole genome duplication"
"YER096W",294.331950691716,1.05494987640944,0.121273455029189,3.06226139992135e-19,3.51825996110964e-18,"YER096W","CRISPY.ATG_vs_WT","up-regulated","S000000898","Sporulation-specific activator of Chs3p (chitin synthase III); required for the synthesis of the chitosan layer of ascospores; transcriptionally induced at alkaline pH; SHC1 has a paralog, SKT5, that arose from the whole genome duplication"
"YER102W",7668.09000462487,-1.02742589240876,0.0417987200930882,1.15250948519335e-133,6.62064312448796e-131,"YER102W","CRISPY.ATG_vs_WT","down-regulated","S000000904","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S8, no bacterial homolog; RPS8B has a paralog, RPS8A, that arose from the whole genome duplication"
"YER124C",2989.18566497922,-1.06303460444355,0.0634020639823057,4.42523845334942e-64,1.96923111174049e-62,"YER124C","KAN_vs_WT","down-regulated","S000000926","Daughter cell-specific protein; may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall; relocalizes from bud neck to cytoplasm upon DNA replication stress"
"YER131W",7276.82740634632,-1.01755489547601,0.0601069335091704,2.33970484056635e-65,1.55627314605671e-63,"YER131W","CRISPY.ATG_vs_WT","down-regulated","S000000933","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S26, no bacterial homolog; RPS26B has a paralog, RPS26A, that arose from the whole genome duplication; human homolog can partially complement an RPS26A, RPS26B double null mutant; mutations in the human gene are associated with Diamond-Blackfan anemia"
"YER145C",4562.8662432179,-1.54880547699521,0.0562933183269686,9.06848027868044e-168,1.68540373179358e-165,"YER145C","KAN_vs_WT","down-regulated","S000000947","High affinity iron permease; involved in the transport of iron across the plasma membrane; forms complex with Fet3p; expression is regulated by iron; protein abundance increases in response to DNA replication stress"
"YFL012W",95.2983702967362,-1.17919838630319,0.247076596698952,1.56440529029839e-07,8.34922046401647e-07,"YFL012W","KAN_vs_WT","down-regulated","S000001882","Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin"
"YFL014W",20439.8066475484,-1.30690647399286,0.062890931942597,2.88388358860451e-96,2.56665639385801e-94,"YFL014W","KAN_vs_WT","down-regulated","S000001880","Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock, oxidative stress, osmostress, stationary phase, glucose depletion, oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension"
"YFL019C",191.296039169654,1.53063738245144,0.155801652563522,5.91689323533267e-24,8.57542393441908e-23,"YFL019C","CRISPY.ATG_vs_WT","up-regulated","S000001875","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YFL019C is not an essential gene"
"YFL020C",6546.15323148102,1.97688666406996,0.066982804520091,1.34344342175216e-192,1.69784379641037e-189,"YFL020C","CRISPY.ATG_vs_WT","up-regulated","S000001874","Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme"
"YFL020C",6546.15323148102,3.83657820616755,0.0663394795221494,0,0,"YFL020C","KAN_vs_WT","up-regulated","S000001874","Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme"
"YFL058W",223.855806366069,1.058930961101,0.147051463000298,6.20215259264988e-14,5.696424743162e-13,"YFL058W","KAN_vs_WT","up-regulated","S000001836","Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5, THI11, THI12, and THI13; hydroxymethylpyrimidine is also known as HMP"
"YFL063W",5.17189489908925,2.88295880359999,1.32829517215621,0.00150164396042818,0.00440933465889668,"YFL063W","KAN_vs_WT","up-regulated","S000001831","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YFR026C",678.586775189968,1.79299233763988,0.10161836941215,7.007033862713e-71,3.65929313871764e-69,"YFR026C","KAN_vs_WT","up-regulated","S000001922","Protein of unknown function; involved in and induced by the endoplasmic reticulum unfolded protein response (UPR); SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum"
"YFR032C",93.5250045940674,1.06085999195425,0.24187988433525,9.17027561638853e-07,4.11263105890412e-06,"YFR032C","CRISPY.ATG_vs_WT","up-regulated","S000001928","Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; expressed at high levels during sporulation"
"YFR032C",93.5250045940674,-2.47255350676341,0.337948313995696,2.37822383187498e-14,2.24970005892485e-13,"YFR032C","KAN_vs_WT","down-regulated","S000001928","Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; expressed at high levels during sporulation"
"YFR052C-A",22.5008664936092,2.0390966449752,0.682548943040918,0.000123878018856882,0.000446540331521187,"YFR052C-A","KAN_vs_WT","up-regulated","S000028768","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF HXK1/YFR053C"
"YFR053C",41464.5072208122,1.28952489360301,0.0548803211787264,7.84848103787201e-123,1.07814242778942e-120,"YFR053C","KAN_vs_WT","up-regulated","S000001949","Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog, HXK2, that arose from the whole genome duplication"
"YFR056C",40.7204108827235,1.2648318867088,0.448397317797593,0.00028935747228084,0.000969999929624735,"YFR056C","KAN_vs_WT","up-regulated","S000001951","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YFR055W"
"YGL012W",4190.00691427186,-1.23041275291118,0.0587932752705264,2.57188193465599e-98,2.42563014105838e-96,"YGL012W","KAN_vs_WT","down-regulated","S000002980","C-24(28) sterol reductase; catalyzes the final step in ergosterol biosynthesis; mutants are viable, but lack ergosterol"
"YGL030W",7913.43777114486,-1.12715945848458,0.11792131780649,1.1174378335175e-22,1.5023595042547e-21,"YGL030W","CRISPY.ATG_vs_WT","down-regulated","S000002998","Ribosomal 60S subunit protein L30; involved in pre-rRNA processing in the nucleolus; autoregulates splicing of its transcript; homologous to mammalian ribosomal protein L30, no bacterial homolog"
"YGL078C",3154.79599564761,-1.14460231941334,0.0520032379132396,1.72019271007765e-108,2.01294402499642e-106,"YGL078C","KAN_vs_WT","down-regulated","S000003046","RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype"
"YGL099W",1757.32142388996,-1.06755446311441,0.0597195218758034,1.98884265061087e-72,1.10241199203597e-70,"YGL099W","KAN_vs_WT","down-regulated","S000003067","Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm"
"YGL111W",1029.0757694275,-1.04485444085182,0.0903488311163851,5.92329861716716e-32,1.22719094956981e-30,"YGL111W","KAN_vs_WT","down-regulated","S000003079","Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis"
"YGL138C",28.870678189938,2.34316240107018,0.464599632312414,2.52306692764434e-08,1.32860499298205e-07,"YGL138C","CRISPY.ATG_vs_WT","up-regulated","S000003106","Putative protein of unknown function; has no significant sequence similarity to any known protein"
"YGL147C",8347.26155379415,-1.06570301547645,0.0518168084208705,2.96547659403142e-95,6.04478922505953e-93,"YGL147C","CRISPY.ATG_vs_WT","down-regulated","S000003115","Ribosomal 60S subunit protein L9A; homologous to mammalian ribosomal protein L9 and bacterial L6; RPL9A has a paralog, RPL9B, that arose from a single-locus duplication"
"YGL156W",11077.9355352368,1.14329206110213,0.0429057632264774,1.61915018474681e-157,1.13682333526835e-154,"YGL156W","CRISPY.ATG_vs_WT","up-regulated","S000003124","Vacuolar alpha mannosidase; involved in free oligosaccharide (fOS) degradation; delivered to the vacuole in a novel pathway separate from the secretory pathway"
"YGL158W",156.841119919898,-1.07888847711066,0.248267703749536,1.04708710027083e-06,4.64644900745181e-06,"YGL158W","CRISPY.ATG_vs_WT","down-regulated","S000003126","Protein kinase involved in oxidative stress response; promotes pseudohyphal growth via activation of Ubp3p phosphorylation; identified as suppressor of S. pombe cell cycle checkpoint mutations; RCK1 has a paralog, RCK2, that arose from the whole genome duplication"
"YGL170C",61.7746828773312,1.15739274952687,0.288433214326674,4.3362125977002e-06,1.76322570172893e-05,"YGL170C","CRISPY.ATG_vs_WT","up-regulated","S000003138","Component of the meiotic outer plaque of the spindle pole body; involved in modifying the meiotic outer plaque that is required prior to prospore membrane formation"
"YGL177W",483.829496384859,2.02049295039019,0.123145133429183,1.0997753951398e-61,4.6329871479256e-60,"YGL177W","KAN_vs_WT","up-regulated","S000003145","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YGL184C",838.411554040997,1.47142581407466,0.0926186464937293,5.572329789252e-58,2.77256314474672e-56,"YGL184C","CRISPY.ATG_vs_WT","up-regulated","S000003152","Peroxisomal cystathionine beta-lyase; converts cystathionine into homocysteine; may be redox regulated by Gto1p; involved in the release of the aromatic thiol 3-mercaptohexanol during wine fermentation"
"YGL253W",15184.3538549723,1.09628220172696,0.0601157192728086,8.22888287452983e-75,4.68453251208594e-73,"YGL253W","KAN_vs_WT","up-regulated","S000003222","Hexokinase isoenzyme 2; phosphorylates glucose in cytosol; predominant hexokinase during growth on glucose; represses expression of HXK1, GLK1, induces expression of its own gene; antiapoptotic; phosphorylation/dephosphorylation at Ser14 by kinase Snf1p, phosphatase Glc7p-Reg1p regulates nucleocytoplasmic shuttling of Hxk2p; functions downstream of Sit4p in control of cell cycle, mitochondrial function, oxidative stress resistance, chronological lifespan; has paralog HXK1"
"YGL255W",8851.80974129832,3.37518227491419,0.0685929475746785,0,0,"YGL255W","CRISPY.ATG_vs_WT","up-regulated","S000003224","High-affinity zinc transporter of the plasma membrane; responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor"
"YGL255W",8851.80974129832,1.67962706101654,0.0691752318328617,4.28674787377272e-132,2.60334198374217e-128,"YGL255W","CRISPY_vs_WT","up-regulated","S000003224","High-affinity zinc transporter of the plasma membrane; responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor"
"YGL255W",8851.80974129832,-1.00139002899964,0.0733539593182498,7.76335334250571e-44,2.22984680778607e-42,"YGL255W","KAN_vs_WT","down-regulated","S000003224","High-affinity zinc transporter of the plasma membrane; responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor"
"YGL256W",6710.63326904437,4.56617995026721,0.0669672003536583,0,0,"YGL256W","CRISPY.ATG_vs_WT","up-regulated","S000003225","Alcohol dehydrogenase isoenzyme type IV; dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases; transcription is induced in response to zinc deficiency"
"YGL257C",951.72525524646,1.14399790446305,0.10285104272444,8.50900074289397e-30,1.60024927661747e-28,"YGL257C","CRISPY.ATG_vs_WT","up-regulated","S000003226","Mannosyltransferase; involved in adding the 4th and 5th mannose residues of O-linked glycans"
"YGL258W",172.330014591184,2.29950278412722,0.184839006975359,9.50678921965546e-37,2.34661722964855e-35,"YGL258W","CRISPY.ATG_vs_WT","up-regulated","S000003227","Protein of unknown function; highly induced in zinc-depleted conditions and has increased expression in NAP1 deletion mutants; VEL1 has a paralog, YOR387C, that arose from a single-locus duplication"
"YGL261C",140.850819331532,3.47034428239068,0.246513413411439,3.06210614778833e-46,9.53174815166228e-45,"YGL261C","KAN_vs_WT","up-regulated","S000003230","Putative protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; mRNA expression appears to be regulated by SUT1 and UPC2"
"YGL263W",92.0882040358988,-1.09213817812604,0.250487526011861,5.85338988465561e-07,2.14142390177792e-05,"YGL263W","CRISPY_vs_WT","down-regulated","S000003232","Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins"
"YGR035C",247.741161377195,-1.10664631880911,0.168402618283226,2.4663960417774e-12,2.93694571798317e-10,"YGR035C","CRISPY_vs_WT","down-regulated","S000003267","Putative protein of unknown function, potential Cdc28p substrate; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YGR035C has a paralog, YLR346C, that arose from the whole genome duplication"
"YGR035C",247.741161377195,-1.35037283814167,0.166355779980406,3.43745310806727e-17,3.46431677669491e-16,"YGR035C","CRISPY.ATG_vs_WT","down-regulated","S000003267","Putative protein of unknown function, potential Cdc28p substrate; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YGR035C has a paralog, YLR346C, that arose from the whole genome duplication"
"YGR040W",882.265241486459,1.27781767782748,0.113456493201213,1.73307967774842e-30,3.46561091256085e-29,"YGR040W","KAN_vs_WT","up-regulated","S000003272","Mitogen-activated protein kinase (MAPK); involved in signal transduction pathways that control filamentous growth and pheromone response; regulates septum assembly, and may directly phosphorylate Bni4p; the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains"
"YGR049W",2531.89589779321,-1.3737693477107,0.0601287015619249,1.31456342311801e-116,1.73056797305889e-114,"YGR049W","KAN_vs_WT","down-regulated","S000003281","Mitochondrial outer membrane protein of unknown function; predicted to have 4 transmembrane segments; import is mediated by Tom70p and Mim1p; interacts genetically with a cdc4 mutation; SCM4 has a paralog, ATG33, that arose from the whole genome duplication"
"YGR055W",1435.9532732574,1.09578492234927,0.0693159719061943,2.8970545466299e-57,1.40819136001187e-55,"YGR055W","CRISPY.ATG_vs_WT","up-regulated","S000003287","High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; also involved in cysteine uptake"
"YGR060W",15754.892068132,-1.76494202105855,0.0493926397327555,7.55889349409247e-281,3.18430986594469e-278,"YGR060W","KAN_vs_WT","down-regulated","S000003292","C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression"
"YGR065C",5080.02386076448,-2.88169814766413,0.0638011328362442,0,0,"YGR065C","KAN_vs_WT","down-regulated","S000003297","High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin"
"YGR079W",886.621673785904,-2.23917191225997,0.104792930262667,1.63973201087806e-102,1.69860107815385e-100,"YGR079W","KAN_vs_WT","down-regulated","S000003311","Putative protein of unknown function; YGR079W is not an essential gene"
"YGR087C",574.905368094278,1.4663384771815,0.101061155862795,7.71168913148724e-49,2.83314904778301e-47,"YGR087C","CRISPY.ATG_vs_WT","up-regulated","S000003319","Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde, involved in amino acid catabolism; transcription is glucose- and ethanol-dependent, and is strongly induced during sulfur limitation"
"YGR128C",1111.31603064677,-1.23619453366299,0.0697764780681441,2.84496721446454e-71,1.51070149816819e-69,"YGR128C","KAN_vs_WT","down-regulated","S000003360","Nucleolar protein required for export of tRNAs from the nucleus; also copurifies with the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"
"YGR141W",545.571708141141,1.09178565394611,0.304365663977882,2.30867749868282e-05,8.4326781006802e-05,"YGR141W","CRISPY.ATG_vs_WT","up-regulated","S000003373","Vacuolar protein sorting (VPS) protein; required for cytoplasm to vacuole targeting of proteins; VPS62 has a paralog, TDA6, that arose from the whole genome duplication"
"YGR144W",315.117920730825,2.7072131741446,0.128177168479546,3.49141621394784e-100,8.17120705775422e-98,"YGR144W","CRISPY.ATG_vs_WT","up-regulated","S000003376","Thiazole synthase; abundant protein involved in the formation of the thiazole moiety of thiamine during thiamine biosynthesis; acts more as a co-substrate rather than an enzyme by providing the sulphur source for thiazole formation; undergoes a single turnover only; required for mitochondrial genome stability in response to DNA damaging agents"
"YGR145W",1201.2580894266,-1.58369048072996,0.076983329887848,3.66395888933964e-95,3.21563280857461e-93,"YGR145W","KAN_vs_WT","down-regulated","S000003377","Component of the SSU; required for pre-18S rRNA processing, biogenesis of the small ribosomal subunit; interacts with U3 snoRNA, Mpp10p and Bfr2p; contains WD repeats, and has homology to Spb1p"
"YGR153W",156.408060640486,1.44858180785386,0.202327192562142,6.04041553825036e-14,5.56405040615219e-13,"YGR153W","KAN_vs_WT","up-regulated","S000003385","Putative protein of unknown function"
"YGR159C",3278.94728745567,-1.25030716990331,0.0758393452111647,4.13958421538569e-62,1.76743463898799e-60,"YGR159C","KAN_vs_WT","down-regulated","S000003391","Nucleolar protein that binds nuclear localization sequences; required for pre-rRNA processing and ribosome biogenesis; binds to single stranded telomeric DNA and mRNA; methylated by Hmt1p; interaction with Top1p and nucleolar localization are negatively regulated by polyphosphorylation"
"YGR175C",26925.3166761871,-1.30065510082246,0.0391501800711446,5.2819840122222e-244,1.75667668280169e-241,"YGR175C","KAN_vs_WT","down-regulated","S000003407","Squalene epoxidase; catalyzes the epoxidation of squalene to 2,3-oxidosqualene; plays an essential role in the ergosterol-biosynthesis pathway and is the specific target of the antifungal drug terbinafine; human SQLE functionally complements the lethality of the erg1 null mutation"
"YGR176W",107.072151135603,-1.11518296602506,0.274576326507678,3.36632128625282e-06,1.38759192484224e-05,"YGR176W","CRISPY.ATG_vs_WT","down-regulated","S000003408","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YGR176W",107.072151135603,-1.33481390380787,0.279299152998786,1.25125271222258e-07,6.79850893253179e-07,"YGR176W","KAN_vs_WT","down-regulated","S000003408","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YGR177C",1471.15666353475,-1.46041467123565,0.0738696845080339,3.98846704142293e-88,3.00037181366089e-86,"YGR177C","KAN_vs_WT","down-regulated","S000003409","Alcohol acetyltransferase; may play a role in steroid detoxification; forms volatile esters during fermentation, which is important for brewing and winemaking"
"YGR201C",3499.15395648999,-1.31930119463745,0.0588643801589658,3.65894789955272e-112,4.62417835545473e-110,"YGR201C","KAN_vs_WT","down-regulated","S000003433","Putative protein of unknown function"
"YGR213C",347.625180550849,1.12136011813455,0.115204703994153,2.15542583996687e-23,3.18227473896044e-22,"YGR213C","KAN_vs_WT","up-regulated","S000003445","Protein involved in 7-aminocholesterol resistance; has seven potential membrane-spanning regions; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of protein; RTA1 has a paralog, YLR046C, that arose from the whole genome duplication"
"YGR214W",11986.1723765568,-1.03028685016279,0.0569085499831852,2.60534736618747e-74,2.38596956622299e-72,"YGR214W","CRISPY.ATG_vs_WT","down-regulated","S000003446","Ribosomal 40S subunit protein S0A; required for maturation of 18S rRNA along with Rps0Bp; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal; homologous to human ribosomal protein SA and bacterial S2; RPS0A has a paralog, RPS0B, that arose from the whole genome duplication;"
"YGR236C",601.733115710389,-1.22548470466914,0.122337559018477,1.07380430341252e-24,1.66308073364307e-23,"YGR236C","KAN_vs_WT","down-regulated","S000003468","Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YGR236C",601.733115710389,1.94724356154112,0.101307146996956,1.76648129594771e-83,2.146614482518e-81,"YGR236C","CRISPY.ATG_vs_WT","up-regulated","S000003468","Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YGR243W",936.878561026995,1.37990580183905,0.100008611800424,2.13967345814667e-44,6.31803578599476e-43,"YGR243W","KAN_vs_WT","up-regulated","S000003475","Highly conserved subunit of the mitochondrial pyruvate carrier (MPC); expressed during growth on nonfermentable carbon sources, and heterodimerizes with Mpc1p to form the respiratory isoform of MPC; MPC localizes to the mitochondrial inner membrane and mediates pyruvate uptake; MPC3 paralog, MPC2, heterodimerizes with Mpc1p to form the fermentative MPC isoform; protein abundance increases in response to DNA replication stress"
"YGR245C",2309.75304931297,-1.50899308135691,0.0747589723438117,9.28631066263151e-92,7.52310218938058e-90,"YGR245C","KAN_vs_WT","down-regulated","S000003477","Protein required for actin organization and passage through Start; highly conserved nuclear protein; required for actin cytoskeleton organization; plays a critical role in G1 events; binds Nap1p; involved in 60S ribosome biogenesis"
"YGR256W",4524.17351621183,-1.22781370127657,0.0655985218776623,3.23595030773053e-79,2.04479699945492e-77,"YGR256W","KAN_vs_WT","down-regulated","S000003488","6-phosphogluconate dehydrogenase (decarboxylating); catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone; GND2 has a paralog, GND1, that arose from the whole genome duplication"
"YGR256W",4524.17351621183,1.34308127503551,0.0620821445898689,7.38383320809662e-105,2.22183057342679e-102,"YGR256W","CRISPY.ATG_vs_WT","up-regulated","S000003488","6-phosphogluconate dehydrogenase (decarboxylating); catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone; GND2 has a paralog, GND1, that arose from the whole genome duplication"
"YGR259C",82.1374245240653,-1.78009959214348,0.316883752089873,1.30925678451117e-09,8.60894237390852e-09,"YGR259C","KAN_vs_WT","down-regulated","S000003491","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF TNA1/YGR260W"
"YGR260W",9222.24268783689,-1.08111023805421,0.0617066541039969,9.75043126909689e-70,4.92903801515386e-68,"YGR260W","KAN_vs_WT","down-regulated","S000003492","High affinity nicotinic acid plasma membrane permease; responsible for uptake of low levels of nicotinic acid; expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA)"
"YGR286C",7804.40114748822,-1.95022978688658,0.0519321483215118,0,0,"YGR286C","KAN_vs_WT","down-regulated","S000003518","Biotin synthase; catalyzes the conversion of dethiobiotin to biotin, which is the last step of the biotin biosynthesis pathway; complements E. coli bioB mutant"
"YGR294W",364.415452163591,3.62246585724395,0.259044140310904,1.07961190573832e-45,3.29568484655095e-44,"YGR294W","KAN_vs_WT","up-regulated","S000003526","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP fusion protein localizes to both the endoplasmic reticulum and vacuole"
"YHL028W",984.470674687927,-1.07392930953873,0.0990115822209844,2.05145314327285e-28,3.73471368899414e-27,"YHL028W","KAN_vs_WT","down-regulated","S000001020","Endoplasmic reticulum (ER) membrane protein; involved in the translocation of soluble secretory proteins and insertion of membrane proteins into the ER membrane; may also have a role in the stress response but has only partial functional overlap with WSC1-3"
"YHL034W-A",62.1170757406453,1.28366260884664,0.42706147260256,0.000163728304695808,0.000575096807878161,"YHL034W-A","KAN_vs_WT","up-regulated","S000028774","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF SBP1/YHL034C"
"YHL034W-A",62.1170757406453,1.1794997351802,0.431603707468924,0.000352908646191513,0.00105289411486505,"YHL034W-A","CRISPY.ATG_vs_WT","up-regulated","S000028774","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF SBP1/YHL034C"
"YHL034W-A",62.1170757406453,1.03893180663465,0.471518301712199,0.000760789839249913,0.00833984962773416,"YHL034W-A","CRISPY_vs_WT","up-regulated","S000028774","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF SBP1/YHL034C"
"YHL046C",701.086210773109,3.48335607074801,0.115964323621284,1.88559947491218e-199,5.41595594635003e-197,"YHL046C","KAN_vs_WT","up-regulated","S000001038","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expression is induced after ethanol shock; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively"
