"gene2","gene1","row","column","cor","num_obs","Gene_1","Gene_2"
"YNL068C","YGL073W","chr7_368753","chr14_495701",0.723916790885226,3914,"HSF1","FKH2"
"YNL068C","YLR176C","chr12_507797","chr14_495701",0.715377233989977,3916,"RFX1","FKH2"
"YNL068C","YCR084C","chr3_260311","chr14_495701",0.734894563089504,3912,"TUP1","FKH2"
"YNL068C","YJR060W","chr10_548759","chr14_495701",0.714542280147339,3915,"CBF1","FKH2"
"YNL068C","YGR252W","chr7_996869","chr14_495701",0.713431933026007,3916,"GCN5","FKH2"
"YNL068C","YBR160W","chr2_560078","chr14_495701",0.557580899169179,3916,"CDC28","FKH2"
"YNL068C","YKL112W","chr11_226570","chr14_495701",0.764904249251445,3916,"ABF1","FKH2"
"YNL068C","YGL195W","chr7_131525","chr14_495701",0.551765755749732,3916,"GCN1","FKH2"
"YNL068C","YDR463W","chr4_1386642","chr14_495701",0.735433216322126,3916,"STP1","FKH2"
"YNL068C","YDL005C","chr4_441014","chr14_495701",0.71104366994397,3916,"MED2","FKH2"
"YNL068C","YJR132W","chr10_669522","chr14_495701",0.591346642619059,3916,"NMD5","FKH2"
"YNL068C","YDR141C","chr4_734901","chr14_495701",0.609063405074065,3916,"DOP1","FKH2"
"YNL068C","YIL036W","chr9_285666","chr14_495701",0.662187917586133,3916,"CST6","FKH2"
"YNL068C","YDR170C","chr4_796193","chr14_495701",0.735482064538634,3916,"SEC7","FKH2"
"YNL068C","YBR196C-A","chr2_614024","chr14_495701",0.517163067392051,1986,"YBR196C-A","FKH2"
"YNL068C","YLR403W","chr12_925568","chr14_495701",0.664131903228987,3912,"SFP1","FKH2"
"YNL068C","YJL207C","chr10_41389","chr14_495701",0.615852960697664,3916,"LAA1","FKH2"
"YNL068C","YIL131C","chr9_100781","chr14_495701",0.737743302647207,3916,"FKH1","FKH2"
"YNL216W","YIL131C","chr9_100781","chr14_241689",0.758381432610077,3916,"FKH1","RAP1"
"YNL216W","YJR132W","chr10_669522","chr14_241689",0.669955739687523,3916,"NMD5","RAP1"
"YNL216W","YGR252W","chr7_996869","chr14_241689",0.735280452808762,3916,"GCN5","RAP1"
"YNL216W","YDR392W","chr4_1258696","chr14_241689",0.588585845159691,3916,"SPT3","RAP1"
"YNL216W","YIR018W","chr9_384609","chr14_241689",0.618114096151735,3900,"YAP5","RAP1"
"YNL216W","YNL068C","chr14_495701","chr14_241689",0.810188162342209,3916,"FKH2","RAP1"
"YNL216W","YDR395W","chr4_1263324","chr14_241689",0.713291445596206,3916,"SXM1","RAP1"
"YNL216W","YLR176C","chr12_507797","chr14_241689",0.658410698577196,3916,"RFX1","RAP1"
"YNL216W","YDR238C","chr4_937895","chr14_241689",0.79617013420175,3916,"SEC26","RAP1"
"YNL216W","YKL112W","chr11_226570","chr14_241689",0.787586608443941,3916,"ABF1","RAP1"
"YNL216W","YBR049C","chr2_334386","chr14_241689",0.861516974985295,3916,"REB1","RAP1"
"YNL216W","YJL207C","chr10_41389","chr14_241689",0.66260669472859,3916,"LAA1","RAP1"
"YNL216W","YIL036W","chr9_285666","chr14_241689",0.602635992141702,3916,"CST6","RAP1"
"YNL216W","YBR196C-A","chr2_614024","chr14_241689",0.65861212456744,1986,"YBR196C-A","RAP1"
"YNL216W","YDR170C","chr4_796193","chr14_241689",0.733149637324592,3916,"SEC7","RAP1"
"YNL216W","YDR141C","chr4_734901","chr14_241689",0.644882358225902,3916,"DOP1","RAP1"
"YNL216W","YCR084C","chr3_260311","chr14_241689",0.713435210671948,3912,"TUP1","RAP1"
"YNL216W","YBR160W","chr2_560078","chr14_241689",0.67467894527056,3916,"CDC28","RAP1"
"YNL216W","YGL073W","chr7_368753","chr14_241689",0.63160357219132,3914,"HSF1","RAP1"
"YNL216W","YHR027C","chr8_161730","chr14_241689",0.798380908567467,3916,"RPN1","RAP1"
"YNL216W","YGL195W","chr7_131525","chr14_241689",0.601853132878929,3916,"GCN1","RAP1"
"YNL216W","YDR463W","chr4_1386642","chr14_241689",0.652267463903783,3916,"STP1","RAP1"
"YNL216W","YER110C","chr5_378762","chr14_241689",0.658617632330145,3916,"KAP123","RAP1"
"YNL216W","YDL005C","chr4_441014","chr14_241689",0.602456042537382,3916,"MED2","RAP1"
"YNL216W","YLR403W","chr12_925568","chr14_241689",0.721909567874385,3912,"SFP1","RAP1"
"YNL216W","YGL016W","chr7_461666","chr14_241689",0.603232938600741,3916,"KAP122","RAP1"
"YNL216W","YJR060W","chr10_548759","chr14_241689",0.650104092161398,3915,"CBF1","RAP1"
"YNL236W","YKL112W","chr11_226570","chr14_206930",0.666394363937025,3916,"ABF1","SIN4"
"YNL236W","YDR238C","chr4_937895","chr14_206930",0.920135578634475,3916,"SEC26","SIN4"
"YNL236W","YBR049C","chr2_334386","chr14_206930",0.748883600133241,3916,"REB1","SIN4"
"YNL236W","YIL036W","chr9_285666","chr14_206930",0.570050139676313,3916,"CST6","SIN4"
"YNL236W","YER110C","chr5_378762","chr14_206930",0.702456798305755,3916,"KAP123","SIN4"
"YNL236W","YNL068C","chr14_495701","chr14_206930",0.692066644062285,3916,"FKH2","SIN4"
"YNL236W","YIR018W","chr9_384609","chr14_206930",0.560997648534425,3900,"YAP5","SIN4"
"YNL236W","YDR170C","chr4_796193","chr14_206930",0.813416648236948,3916,"SEC7","SIN4"
"YNL236W","YIL131C","chr9_100781","chr14_206930",0.613659591375873,3916,"FKH1","SIN4"
"YNL236W","YDR463W","chr4_1386642","chr14_206930",0.534909892900591,3916,"STP1","SIN4"
"YNL236W","YHR027C","chr8_161730","chr14_206930",0.853725118031682,3916,"RPN1","SIN4"
"YNL236W","YJL207C","chr10_41389","chr14_206930",0.79794814259383,3916,"LAA1","SIN4"
"YNL236W","YBR196C-A","chr2_614024","chr14_206930",0.635320853844078,1986,"YBR196C-A","SIN4"
"YNL236W","YGL195W","chr7_131525","chr14_206930",0.770842525026105,3916,"GCN1","SIN4"
"YNL236W","YDR395W","chr4_1263324","chr14_206930",0.823304313761362,3916,"SXM1","SIN4"
"YNL236W","YGR252W","chr7_996869","chr14_206930",0.618896126593432,3916,"GCN5","SIN4"
"YNL236W","YNL216W","chr14_241689","chr14_206930",0.765342983766269,3916,"RAP1","SIN4"
"YNL236W","YJR060W","chr10_548759","chr14_206930",0.509334688475595,3915,"CBF1","SIN4"
"YNL236W","YBR160W","chr2_560078","chr14_206930",0.603952390117366,3916,"CDC28","SIN4"
"YNL236W","YJR132W","chr10_669522","chr14_206930",0.777138129693765,3916,"NMD5","SIN4"
"YNL236W","YLR176C","chr12_507797","chr14_206930",0.589808756513942,3916,"RFX1","SIN4"
"YNL236W","YDR141C","chr4_734901","chr14_206930",0.772629431015657,3916,"DOP1","SIN4"
"YNL236W","YGL073W","chr7_368753","chr14_206930",0.582832195464413,3914,"HSF1","SIN4"
"YNL236W","YLR403W","chr12_925568","chr14_206930",0.713700772609287,3912,"SFP1","SIN4"
"YNL236W","YCR084C","chr3_260311","chr14_206930",0.646221291174018,3912,"TUP1","SIN4"
"YNL236W","YGL016W","chr7_461666","chr14_206930",0.75222432753564,3916,"KAP122","SIN4"
"YOL148C","YIR018W","chr9_384609","chr15_45760",0.718750102258162,3900,"YAP5","SPT20"
"YOL148C","YKL112W","chr11_226570","chr15_45760",0.828180991467631,3916,"ABF1","SPT20"
"YOL148C","YDR392W","chr4_1258696","chr15_45760",0.75157142367486,3916,"SPT3","SPT20"
"YOL148C","YER159C","chr5_491530","chr15_45760",0.542907704262577,3912,"BUR6","SPT20"
"YOL148C","YNL236W","chr14_206930","chr15_45760",0.816885945601156,3916,"SIN4","SPT20"
"YOL148C","YDL005C","chr4_441014","chr15_45760",0.770527324039825,3916,"MED2","SPT20"
"YOL148C","YHR027C","chr8_161730","chr15_45760",0.858664899728288,3916,"RPN1","SPT20"
"YOL148C","YBR196C-A","chr2_614024","chr15_45760",0.575198434966763,1986,"YBR196C-A","SPT20"
"YOL148C","YJL207C","chr10_41389","chr15_45760",0.616223517863241,3916,"LAA1","SPT20"
"YOL148C","YBR049C","chr2_334386","chr15_45760",0.861565745114141,3916,"REB1","SPT20"
"YOL148C","YGL073W","chr7_368753","chr15_45760",0.815762481192139,3914,"HSF1","SPT20"
"YOL148C","YGR252W","chr7_996869","chr15_45760",0.800359602728721,3916,"GCN5","SPT20"
"YOL148C","YIL036W","chr9_285666","chr15_45760",0.778753369032449,3916,"CST6","SPT20"
"YOL148C","YIL131C","chr9_100781","chr15_45760",0.651016362380987,3916,"FKH1","SPT20"
"YOL148C","YNL068C","chr14_495701","chr15_45760",0.830524040046523,3916,"FKH2","SPT20"
"YOL148C","YDR395W","chr4_1263324","chr15_45760",0.595282481836214,3916,"SXM1","SPT20"
"YOL148C","YNL216W","chr14_241689","chr15_45760",0.797166329949033,3916,"RAP1","SPT20"
"YOL148C","YLR176C","chr12_507797","chr15_45760",0.687903190396782,3916,"RFX1","SPT20"
"YOL148C","YCR084C","chr3_260311","chr15_45760",0.658860866693925,3912,"TUP1","SPT20"
"YOL148C","YDR170C","chr4_796193","chr15_45760",0.696411855795803,3916,"SEC7","SPT20"
"YOL148C","YLR403W","chr12_925568","chr15_45760",0.740552768800665,3912,"SFP1","SPT20"
"YOL148C","YJR132W","chr10_669522","chr15_45760",0.575893955121493,3916,"NMD5","SPT20"
"YOL148C","YDR141C","chr4_734901","chr15_45760",0.640753105226978,3916,"DOP1","SPT20"
"YOL148C","YDR463W","chr4_1386642","chr15_45760",0.785682992294209,3916,"STP1","SPT20"
"YOL148C","YDR238C","chr4_937895","chr15_45760",0.78852168514553,3916,"SEC26","SPT20"
"YOL148C","YGL195W","chr7_131525","chr15_45760",0.528394428541513,3916,"GCN1","SPT20"
"YOL148C","YBR160W","chr2_560078","chr15_45760",0.714176230782214,3916,"CDC28","SPT20"
"YOL148C","YJR060W","chr10_548759","chr15_45760",0.708958415368578,3915,"CBF1","SPT20"
"YOR110W","YER159C","chr5_491530","chr15_528941",0.526347884607557,3912,"BUR6","TFC7"
"YOR110W","YBR160W","chr2_560078","chr15_528941",0.702444301106161,3916,"CDC28","TFC7"
"YOR110W","YDR392W","chr4_1258696","chr15_528941",0.764602116111067,3916,"SPT3","TFC7"
"YOR110W","YIR018W","chr9_384609","chr15_528941",0.659436728667955,3900,"YAP5","TFC7"
"YOR110W","YJR132W","chr10_669522","chr15_528941",0.577363013578372,3916,"NMD5","TFC7"
"YOR110W","YDR141C","chr4_734901","chr15_528941",0.66984645466276,3916,"DOP1","TFC7"
"YOR110W","YDR395W","chr4_1263324","chr15_528941",0.564144235039299,3916,"SXM1","TFC7"
"YOR110W","YBR196C-A","chr2_614024","chr15_528941",0.595236417575914,1986,"YBR196C-A","TFC7"
"YOR110W","YGR252W","chr7_996869","chr15_528941",0.879253019919595,3916,"GCN5","TFC7"
"YOR110W","YDR238C","chr4_937895","chr15_528941",0.713235525894945,3916,"SEC26","TFC7"
"YOR110W","YLR403W","chr12_925568","chr15_528941",0.580460189046698,3912,"SFP1","TFC7"
"YOR110W","YBR049C","chr2_334386","chr15_528941",0.770263063019191,3916,"REB1","TFC7"
"YOR110W","YNL236W","chr14_206930","chr15_528941",0.65795549291613,3916,"SIN4","TFC7"
"YOR110W","YHR027C","chr8_161730","chr15_528941",0.806829041525768,3916,"RPN1","TFC7"
"YOR110W","YJL207C","chr10_41389","chr15_528941",0.618067564434448,3916,"LAA1","TFC7"
"YOR110W","YKL112W","chr11_226570","chr15_528941",0.707429324087611,3916,"ABF1","TFC7"
"YOR110W","YIL131C","chr9_100781","chr15_528941",0.648153280335823,3916,"FKH1","TFC7"
"YOR110W","YDR170C","chr4_796193","chr15_528941",0.72335366198678,3916,"SEC7","TFC7"
"YOR110W","YGL073W","chr7_368753","chr15_528941",0.588036492405448,3914,"HSF1","TFC7"
"YOR110W","YNL216W","chr14_241689","chr15_528941",0.708894534200383,3916,"RAP1","TFC7"
"YOR110W","YLR176C","chr12_507797","chr15_528941",0.664682698783854,3916,"RFX1","TFC7"
"YOR110W","YDL005C","chr4_441014","chr15_528941",0.6921559937563,3916,"MED2","TFC7"
"YOR110W","YCR084C","chr3_260311","chr15_528941",0.6629784008438,3912,"TUP1","TFC7"
"YOR110W","YNL068C","chr14_495701","chr15_528941",0.694716555602598,3916,"FKH2","TFC7"
"YOR110W","YJR060W","chr10_548759","chr15_528941",0.81891679273015,3915,"CBF1","TFC7"
"YOR110W","YIL036W","chr9_285666","chr15_528941",0.774076809147167,3916,"CST6","TFC7"
"YOR110W","YGL195W","chr7_131525","chr15_528941",0.569923031288262,3916,"GCN1","TFC7"
"YOR110W","YDR463W","chr4_1386642","chr15_528941",0.638040800081539,3916,"STP1","TFC7"
"YOR110W","YOL148C","chr15_45760","chr15_528941",0.811831810489605,3916,"SPT20","TFC7"
"YPL075W","YBR160W","chr2_560078","chr16_412254",0.562166977033981,3916,"CDC28","GCR1"
"YPL075W","YLR403W","chr12_925568","chr16_412254",0.592530039228333,3912,"SFP1","GCR1"
"YPL075W","YGL073W","chr7_368753","chr16_412254",0.56071305483109,3914,"HSF1","GCR1"
"YPL075W","YNL216W","chr14_241689","chr16_412254",0.609631095054474,3916,"RAP1","GCR1"
"YPL075W","YNL068C","chr14_495701","chr16_412254",0.688032346263295,3916,"FKH2","GCR1"
"YPL075W","YJR060W","chr10_548759","chr16_412254",0.622573636792989,3915,"CBF1","GCR1"
"YPL075W","YIL036W","chr9_285666","chr16_412254",0.605656318403784,3916,"CST6","GCR1"
"YPL075W","YOL148C","chr15_45760","chr16_412254",0.73452468247878,3916,"SPT20","GCR1"
"YPL075W","YIR018W","chr9_384609","chr16_412254",0.508838409335697,3900,"YAP5","GCR1"
"YPL075W","YOR110W","chr15_528941","chr16_412254",0.722455960616905,3916,"TFC7","GCR1"
"YPL075W","YCR084C","chr3_260311","chr16_412254",0.63865395557791,3912,"TUP1","GCR1"
"YPL075W","YGR252W","chr7_996869","chr16_412254",0.647591694779917,3916,"GCN5","GCR1"
"YPL075W","YDR238C","chr4_937895","chr16_412254",0.743683299748051,3916,"SEC26","GCR1"
"YPL075W","YBR196C-A","chr2_614024","chr16_412254",0.605383230894523,1986,"YBR196C-A","GCR1"
"YPL075W","YBR049C","chr2_334386","chr16_412254",0.695541106220166,3916,"REB1","GCR1"
"YPL075W","YDR395W","chr4_1263324","chr16_412254",0.626907673045072,3916,"SXM1","GCR1"
"YPL075W","YLR176C","chr12_507797","chr16_412254",0.604969654282796,3916,"RFX1","GCR1"
"YPL075W","YJL207C","chr10_41389","chr16_412254",0.666865701101387,3916,"LAA1","GCR1"
"YPL075W","YNL236W","chr14_206930","chr16_412254",0.699731472781435,3916,"SIN4","GCR1"
"YPL075W","YGL016W","chr7_461666","chr16_412254",0.597308548172199,3916,"KAP122","GCR1"
"YPL075W","YJR132W","chr10_669522","chr16_412254",0.662336857613965,3916,"NMD5","GCR1"
"YPL075W","YDR170C","chr4_796193","chr16_412254",0.720678953598075,3916,"SEC7","GCR1"
"YPL075W","YHR027C","chr8_161730","chr16_412254",0.750817458506492,3916,"RPN1","GCR1"
"YPL075W","YDR392W","chr4_1258696","chr16_412254",0.591638914582905,3916,"SPT3","GCR1"
"YPL075W","YKL112W","chr11_226570","chr16_412254",0.651473005506488,3916,"ABF1","GCR1"
"YPL075W","YGL195W","chr7_131525","chr16_412254",0.631065893356249,3916,"GCN1","GCR1"
"YPL075W","YDR141C","chr4_734901","chr16_412254",0.709473105774367,3916,"DOP1","GCR1"
"YPL075W","YIL131C","chr9_100781","chr16_412254",0.643453995989584,3916,"FKH1","GCR1"
"YPL153C","YGL016W","chr7_461666","chr16_261727",0.636754274646141,3909,"KAP122","RAD53"
"YPL153C","YLR176C","chr12_507797","chr16_261727",0.562267392440138,3909,"RFX1","RAD53"
"YPL153C","YBR160W","chr2_560078","chr16_261727",0.620240380226411,3909,"CDC28","RAD53"
"YPL153C","YOL148C","chr15_45760","chr16_261727",0.789505143100368,3909,"SPT20","RAD53"
"YPL153C","YHR027C","chr8_161730","chr16_261727",0.848873758374884,3909,"RPN1","RAD53"
"YPL153C","YBR196C-A","chr2_614024","chr16_261727",0.517155874167982,1980,"YBR196C-A","RAD53"
"YPL153C","YDR395W","chr4_1263324","chr16_261727",0.746864868065369,3909,"SXM1","RAD53"
"YPL153C","YDL005C","chr4_441014","chr16_261727",0.510762591519725,3909,"MED2","RAD53"
"YPL153C","YJL207C","chr10_41389","chr16_261727",0.720660059558827,3909,"LAA1","RAD53"
"YPL153C","YIL036W","chr9_285666","chr16_261727",0.565975492189936,3909,"CST6","RAD53"
"YPL153C","YJR132W","chr10_669522","chr16_261727",0.722369173115759,3909,"NMD5","RAD53"
"YPL153C","YOR110W","chr15_528941","chr16_261727",0.677061333472998,3909,"TFC7","RAD53"
"YPL153C","YPL075W","chr16_412254","chr16_261727",0.736276603857779,3909,"GCR1","RAD53"
"YPL153C","YLR403W","chr12_925568","chr16_261727",0.65608693000153,3905,"SFP1","RAD53"
"YPL153C","YGR252W","chr7_996869","chr16_261727",0.62777924929258,3909,"GCN5","RAD53"
"YPL153C","YIL131C","chr9_100781","chr16_261727",0.794738427102203,3909,"FKH1","RAD53"
"YPL153C","YDR238C","chr4_937895","chr16_261727",0.832101182097299,3909,"SEC26","RAD53"
"YPL153C","YNL216W","chr14_241689","chr16_261727",0.820687730588191,3909,"RAP1","RAD53"
"YPL153C","YGL073W","chr7_368753","chr16_261727",0.636622184139833,3907,"HSF1","RAD53"
"YPL153C","YKL112W","chr11_226570","chr16_261727",0.841587824158507,3909,"ABF1","RAD53"
"YPL153C","YDR392W","chr4_1258696","chr16_261727",0.5272580281861,3909,"SPT3","RAD53"
"YPL153C","YJR060W","chr10_548759","chr16_261727",0.657220381664921,3908,"CBF1","RAD53"
"YPL153C","YNL068C","chr14_495701","chr16_261727",0.779594152627765,3909,"FKH2","RAD53"
"YPL153C","YDR463W","chr4_1386642","chr16_261727",0.590675644577648,3909,"STP1","RAD53"
"YPL153C","YNL236W","chr14_206930","chr16_261727",0.739450972760235,3909,"SIN4","RAD53"
"YPL153C","YBR049C","chr2_334386","chr16_261727",0.845926268465454,3909,"REB1","RAD53"
"YPL153C","YCR084C","chr3_260311","chr16_261727",0.716074535940736,3905,"TUP1","RAD53"
"YPL153C","YER110C","chr5_378762","chr16_261727",0.658224084443373,3909,"KAP123","RAD53"
"YPL153C","YDR141C","chr4_734901","chr16_261727",0.717982467634051,3909,"DOP1","RAD53"
"YPL153C","YDR170C","chr4_796193","chr16_261727",0.801356410454501,3909,"SEC7","RAD53"
"YPL153C","YGL195W","chr7_131525","chr16_261727",0.694345458488463,3909,"GCN1","RAD53"
