"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","min_peps","min_prob","min_crap_expt","GO"
"MF","GO:0015075","ion transmembrane transporter activity",0.159574468085106,0.0464069264069264,2.2941381375197e-05,0.00033647359350289,0.000228608853001963,"YJR121W/YBR039W/YLR220W/YER145C/YDR508C/YGR191W/YNR013C/YEL031W/YBR069C/YPR156C/YDL185W/YBR127C/YLR447C/YMR241W/YPR058W",15,1,80,7,"MF_ion transmembrane transporter activity"
"MF","GO:0098772","molecular function regulator",0.159574468085106,0.0550649350649351,0.000163631774012874,0.00156517349055792,0.00106341930937428,"YCR093W/YOR260W/YGL195W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YGR233C/YMR235C/YBL050W/YPR181C/YJR045C/YPL106C/YDR002W",15,1,80,7,"MF_molecular function regulator"
"BP","GO:0034220","ion transmembrane transport",0.159574468085106,0.0421561852107809,7.22062958498463e-06,0.00214634603810197,0.00178881579735466,"YJR121W/YBR039W/YLR220W/YER145C/YDR508C/YGR191W/YNR013C/YEL031W/YBR069C/YPR156C/YDL185W/YBR127C/YLR447C/YMR241W/YPR058W",15,1,80,7,"BP_ion transmembrane transport"
"BP","GO:0055086","nucleobase-containing small molecule metabolic process",0.159574468085106,0.0518313752591569,8.29025970604974e-05,0.0114879313069546,0.00957431496879128,"YLR153C/YGL234W/YJR121W/YBR039W/YJR109C/YDL022W/YML120C/YKL181W/YOL061W/YDL055C/YDL103C/YJL026W/YOR184W/YDL185W/YBR127C",15,1,80,7,"BP_nucleobase-containing small molecule metabolic process"
"CC","GO:0098796","membrane protein complex",0.159574468085106,0.0574732481877805,0.000262175678302642,0.0106967676747478,0.00982468857639373,"YJR121W/YBR039W/YGL206C/YER145C/YHR108W/YHR005C/YMR296C/YDR062W/YBL050W/YPR181C/YLR378C/YJR045C/YDL185W/YBR127C/YLR447C",15,1,80,7,"CC_membrane protein complex"
"BP","GO:1901135","carbohydrate derivative metabolic process",0.159574468085106,0.0668624740843124,0.00128630638187455,0.0386806266192967,0.0322373534928051,"YLR153C/YGL234W/YJR121W/YBR039W/YDR099W/YDL022W/YJL186W/YML120C/YKL181W/YOL061W/YDL055C/YDL103C/YJL026W/YDL185W/YBR127C",15,1,80,7,"BP_carbohydrate derivative metabolic process"
"MF","GO:0015318","inorganic molecular entity transmembrane transporter activity",0.148936170212766,0.0434632034632035,4.60740455450847e-05,0.000563127223328813,0.000382603185228188,"YJR121W/YBR039W/YLR220W/YER145C/YDR508C/YGR191W/YNR013C/YEL031W/YBR069C/YDL185W/YBR127C/YLR447C/YMR241W/YPR058W",14,1,80,7,"MF_inorganic molecular entity transmembrane transporter activity"
"BP","GO:0006812","cation transport",0.148936170212766,0.0343814789219074,3.14896374751388e-06,0.00186733028907026,0.00155627744113506,"YJR121W/YBR039W/YLR220W/YER145C/YDR508C/YGR191W/YNR013C/YEL031W/YBR069C/YPR156C/YDL185W/YBR127C/YLR447C/YPR058W",14,1,80,7,"BP_cation transport"
"MF","GO:0008324","cation transmembrane transporter activity",0.138297872340426,0.0323809523809524,8.56660389179594e-06,0.000288668373975117,0.000196128751696013,"YJR121W/YBR039W/YLR220W/YER145C/YDR508C/YGR191W/YEL031W/YBR069C/YPR156C/YDL185W/YBR127C/YLR447C/YPR058W",13,1,80,7,"MF_cation transmembrane transporter activity"
"MF","GO:0022804","active transmembrane transporter activity",0.127659574468085,0.0283982683982684,1.1663866043401e-05,0.000288668373975117,0.000196128751696013,"YJR121W/YBR039W/YLR188W/YPL058C/YNR013C/YLR378C/YEL031W/YPR156C/YDL185W/YBR127C/YLR447C/YMR241W",12,1,80,7,"MF_active transmembrane transporter activity"
"BP","GO:0098655","cation transmembrane transport",0.127659574468085,0.027643400138217,8.85091149732773e-06,0.00214634603810197,0.00178881579735466,"YJR121W/YBR039W/YLR220W/YER145C/YDR508C/YGR191W/YEL031W/YPR156C/YDL185W/YBR127C/YLR447C/YPR058W",12,1,80,7,"BP_cation transmembrane transport"
"BP","GO:0043085","positive regulation of catalytic activity",0.127659574468085,0.0425017277125086,0.000569253877631719,0.0304747204594671,0.0253983562809232,"YCR093W/YOR260W/YGL195W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YMR235C/YBL050W/YJR045C/YDR002W",12,1,80,7,"BP_positive regulation of catalytic activity"
"MF","GO:0016491","oxidoreductase activity",0.127659574468085,0.0595670995670996,0.00943102487318341,0.0423433769816398,0.0287691843607313,"YGL148W/YGR175C/YLR056W/YMR015C/YHR190W/YKL182W/YDL022W/YOR136W/YML120C/YGL055W/YER023W/YJL026W",12,1,80,7,"MF_oxidoreductase activity"
"BP","GO:0044093","positive regulation of molecular function",0.127659574468085,0.0444022114720111,0.000840482246480255,0.0355802908560973,0.0296534599864164,"YCR093W/YOR260W/YGL195W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YMR235C/YBL050W/YJR045C/YDR002W",12,1,80,7,"BP_positive regulation of molecular function"
"BP","GO:0051345","positive regulation of hydrolase activity",0.117021276595745,0.0262612301313061,3.01836645513786e-05,0.00553544874863712,0.00461337454037255,"YCR093W/YOR260W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YMR235C/YBL050W/YJR045C/YDR002W",11,1,80,7,"BP_positive regulation of hydrolase activity"
"MF","GO:0042623","ATPase activity, coupled",0.117021276595745,0.0393073593073593,0.00105294251269904,0.00798783975150994,0.00542714471155221,"YJR121W/YBR039W/YGL201C/YLR188W/YPL058C/YOR117W/YDR190C/YEL031W/YDL185W/YBR127C/YLR447C",11,1,80,7,"MF_ATPase activity, coupled"
"BP","GO:0051336","regulation of hydrolase activity",0.117021276595745,0.0307532826537664,0.000128018629917344,0.0155222588774779,0.0129366194442789,"YCR093W/YOR260W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YMR235C/YBL050W/YJR045C/YDR002W",11,1,80,7,"BP_regulation of hydrolase activity"
"MF","GO:0048037","cofactor binding",0.106382978723404,0.0374025974025974,0.00251539296499676,0.0149563906026834,0.0101617582085218,"YGL148W/YGR175C/YMR015C/YDL022W/YOR136W/YER086W/YMR108W/YMR296C/YDR062W/YGL055W",10,1,80,7,"MF_cofactor binding"
"BP","GO:0006913","nucleocytoplasmic transport",0.106382978723404,0.0298894263994471,0.000452357697919369,0.0292524644654525,0.0243796990878649,"YHR005C/YLR347C/YDR335W/YJR072C/YKR082W/YML103C/YJL039C/YMR235C/YDR457W/YDR002W",10,1,80,7,"BP_nucleocytoplasmic transport"
"BP","GO:0051169","nuclear transport",0.106382978723404,0.0298894263994471,0.000452357697919369,0.0292524644654525,0.0243796990878649,"YHR005C/YLR347C/YDR335W/YJR072C/YKR082W/YML103C/YJL039C/YMR235C/YDR457W/YDR002W",10,1,80,7,"BP_nuclear transport"
"BP","GO:0048193","Golgi vesicle transport",0.106382978723404,0.0343814789219074,0.00134303929331632,0.0386806266192967,0.0322373534928051,"YGL206C/YDR141C/YEL022W/YDL100C/YHR108W/YPL249C/YNL297C/YBL050W/YBR080C/YPR181C",10,1,80,7,"BP_Golgi vesicle transport"
"MF","GO:0015399","primary active transmembrane transporter activity",0.0957446808510638,0.0131601731601732,3.16381955029991e-06,0.000288668373975117,0.000196128751696013,"YJR121W/YBR039W/YLR188W/YPL058C/YLR378C/YEL031W/YDL185W/YBR127C/YLR447C",9,1,80,7,"MF_primary active transmembrane transporter activity"
"MF","GO:0015405","P-P-bond-hydrolysis-driven transmembrane transporter activity",0.0957446808510638,0.0131601731601732,3.16381955029991e-06,0.000288668373975117,0.000196128751696013,"YJR121W/YBR039W/YLR188W/YPL058C/YLR378C/YEL031W/YDL185W/YBR127C/YLR447C",9,1,80,7,"MF_P-P-bond-hydrolysis-driven transmembrane transporter activity"
"BP","GO:0098660","inorganic ion transmembrane transport",0.0957446808510638,0.024015203870076,0.000385843660481172,0.0287898731282105,0.023994164473647,"YJR121W/YBR039W/YLR220W/YER145C/YNR013C/YEL031W/YDL185W/YBR127C/YLR447C",9,1,80,7,"BP_inorganic ion transmembrane transport"
"MF","GO:0042626","ATPase activity, coupled to transmembrane movement of substances",0.0851063829787234,0.0117748917748918,1.21068307825054e-05,0.000288668373975117,0.000196128751696013,"YJR121W/YBR039W/YLR188W/YPL058C/YEL031W/YDL185W/YBR127C/YLR447C",8,1,80,7,"MF_ATPase activity, coupled to transmembrane movement of substances"
"MF","GO:0043492","ATPase activity, coupled to movement of substances",0.0851063829787234,0.0126406926406926,2.05971968633566e-05,0.000323670236424175,0.000219909921398243,"YJR121W/YBR039W/YLR188W/YPL058C/YEL031W/YDL185W/YBR127C/YLR447C",8,1,80,7,"MF_ATPase activity, coupled to movement of substances"
"MF","GO:0050662","coenzyme binding",0.0851063829787234,0.0240692640692641,0.00179374277293347,0.0119582851528898,0.00812476790292034,"YGL148W/YGR175C/YDL022W/YOR136W/YER086W/YMR108W/YMR296C/YDR062W",8,1,80,7,"MF_coenzyme binding"
"MF","GO:0022890","inorganic cation transmembrane transporter activity",0.0851063829787234,0.0252813852813853,0.00244626277986373,0.0149493836547228,0.0101569975070366,"YJR121W/YBR039W/YLR220W/YER145C/YEL031W/YDL185W/YBR127C/YLR447C",8,1,80,7,"MF_inorganic cation transmembrane transporter activity"
"BP","GO:0043547","positive regulation of GTPase activity",0.0851063829787234,0.0181409813407049,0.000274882215887851,0.0265318925415297,0.0221123097904447,"YOR260W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YMR235C/YDR002W",8,1,80,7,"BP_positive regulation of GTPase activity"
"BP","GO:0043087","regulation of GTPase activity",0.0851063829787234,0.0188320663441603,0.000355188705861696,0.0287110870571538,0.02392850228963,"YOR260W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YMR235C/YDR002W",8,1,80,7,"BP_regulation of GTPase activity"
"BP","GO:0098662","inorganic cation transmembrane transport",0.0851063829787234,0.0207325501036628,0.000678974462887435,0.0313621537619434,0.0261379642855915,"YJR121W/YBR039W/YLR220W/YER145C/YEL031W/YDL185W/YBR127C/YLR447C",8,1,80,7,"BP_inorganic cation transmembrane transport"
"BP","GO:0017038","protein import",0.0851063829787234,0.0214236351071182,0.000843656381123956,0.0355802908560973,0.0296534599864164,"YDL022W/YLR347C/YKR082W/YML103C/YMR235C/YLR378C/YJR045C/YDR002W",8,1,80,7,"BP_protein import"
"BP","GO:0008652","cellular amino acid biosynthetic process",0.0851063829787234,0.0229785763648929,0.00133272623351777,0.0386806266192967,0.0322373534928051,"YGL148W/YJR109C/YOR136W/YER086W/YMR108W/YER023W/YOR184W/YGL026C",8,1,80,7,"BP_cellular amino acid biosynthetic process"
"BP","GO:0009161","ribonucleoside monophosphate metabolic process",0.0851063829787234,0.0255701451278507,0.0026268437006061,0.0499615370507435,0.0416391323439729,"YGL234W/YJR121W/YBR039W/YML120C/YKL181W/YOL061W/YDL185W/YBR127C",8,1,80,7,"BP_ribonucleoside monophosphate metabolic process"
"MF","GO:0060589","nucleoside-triphosphatase regulator activity",0.074468085106383,0.0157575757575758,0.000643147271000524,0.00544201537000443,0.0036974458494767,"YCR093W/YPL249C/YMR235C/YBL050W/YPR181C/YPL106C/YDR002W",7,1,80,7,"MF_nucleoside-triphosphatase regulator activity"
"MF","GO:0051020","GTPase binding",0.074468085106383,0.016969696969697,0.00100237200132994,0.00787578001044957,0.00535100842815234,"YOR260W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YDR002W",7,1,80,7,"MF_GTPase binding"
"MF","GO:0032549","ribonucleoside binding",0.074468085106383,0.0185281385281385,0.0016781444119803,0.0119094119559893,0.00809156219019366,"YHR005C/YJR072C/YBR025C/YDL055C/YOR151C/YOR165W/YML085C",7,1,80,7,"MF_ribonucleoside binding"
"MF","GO:0001882","nucleoside binding",0.074468085106383,0.0187012987012987,0.00177098749845108,0.0119582851528898,0.00812476790292034,"YHR005C/YJR072C/YBR025C/YDL055C/YOR151C/YOR165W/YML085C",7,1,80,7,"MF_nucleoside binding"
"BP","GO:0098656","anion transmembrane transport",0.074468085106383,0.0172771250863856,0.0011150993610528,0.0386806266192967,0.0322373534928051,"YER145C/YDR508C/YGR191W/YNR013C/YBR069C/YMR241W/YPR058W",7,1,80,7,"BP_anion transmembrane transport"
"BP","GO:0051049","regulation of transport",0.074468085106383,0.0177954388389772,0.00132686272024455,0.0386806266192967,0.0322373534928051,"YHR005C/YPL249C/YDR335W/YJL039C/YNR013C/YPR181C/YKL126W",7,1,80,7,"BP_regulation of transport"
"BP","GO:0048284","organelle fusion",0.074468085106383,0.0184865238424326,0.00165685307117451,0.0386806266192967,0.0322373534928051,"YHR005C/YPL249C/YBL050W/YBR080C/YOR165W/YEL013W/YJL012C",7,1,80,7,"BP_organelle fusion"
"BP","GO:0006457","protein folding",0.074468085106383,0.0188320663441603,0.00184419378926064,0.0410347906199347,0.0341993697190557,"YIL142W/YJR064W/YDR188W/YDL100C/YJR045C/YPL106C/YDR212W",7,1,80,7,"BP_protein folding"
"MF","GO:0019829","cation-transporting ATPase activity",0.0638297872340425,0.00744588744588745,5.94291854481948e-05,0.000688127410452783,0.00046753154203012,"YJR121W/YBR039W/YEL031W/YDL185W/YBR127C/YLR447C",6,1,80,7,"MF_cation-transporting ATPase activity"
"MF","GO:0022853","active ion transmembrane transporter activity",0.0638297872340425,0.00779220779220779,7.73474495731173e-05,0.000810306614575515,0.000550543250094369,"YJR121W/YBR039W/YEL031W/YDL185W/YBR127C/YLR447C",6,1,80,7,"MF_active ion transmembrane transporter activity"
"MF","GO:0042625","ATPase coupled ion transmembrane transporter activity",0.0638297872340425,0.00779220779220779,7.73474495731173e-05,0.000810306614575515,0.000550543250094369,"YJR121W/YBR039W/YEL031W/YDL185W/YBR127C/YLR447C",6,1,80,7,"MF_ATPase coupled ion transmembrane transporter activity"
"MF","GO:0005342","organic acid transmembrane transporter activity",0.0638297872340425,0.0143722943722944,0.00218328554260661,0.0141271417462781,0.00959834510991141,"YDR508C/YGR191W/YPL058C/YBR069C/YMR241W/YPR058W",6,1,80,7,"MF_organic acid transmembrane transporter activity"
"MF","GO:0051082","unfolded protein binding",0.0638297872340425,0.0145454545454545,0.00232086688674304,0.014588306145242,0.00991167211781991,"YIL142W/YJR064W/YDR188W/YDL100C/YJR045C/YDR212W",6,1,80,7,"MF_unfolded protein binding"
"MF","GO:0008514","organic anion transmembrane transporter activity",0.0638297872340425,0.0162770562770563,0.00408285023469558,0.0230314628623853,0.0156481709399939,"YDR508C/YGR191W/YNR013C/YBR069C/YMR241W/YPR058W",6,1,80,7,"MF_organic anion transmembrane transporter activity"
"MF","GO:0001883","purine nucleoside binding",0.0638297872340425,0.018008658008658,0.00668425239207137,0.0326785672501267,0.022202662916354,"YHR005C/YJR072C/YBR025C/YDL055C/YOR165W/YML085C",6,1,80,7,"MF_purine nucleoside binding"
"MF","GO:0005525","GTP binding",0.0638297872340425,0.018008658008658,0.00668425239207137,0.0326785672501267,0.022202662916354,"YHR005C/YJR072C/YBR025C/YDL055C/YOR165W/YML085C",6,1,80,7,"MF_GTP binding"
"MF","GO:0019001","guanyl nucleotide binding",0.0638297872340425,0.018008658008658,0.00668425239207137,0.0326785672501267,0.022202662916354,"YHR005C/YJR072C/YBR025C/YDL055C/YOR165W/YML085C",6,1,80,7,"MF_guanyl nucleotide binding"
"MF","GO:0032550","purine ribonucleoside binding",0.0638297872340425,0.018008658008658,0.00668425239207137,0.0326785672501267,0.022202662916354,"YHR005C/YJR072C/YBR025C/YDL055C/YOR165W/YML085C",6,1,80,7,"MF_purine ribonucleoside binding"
"MF","GO:0032561","guanyl ribonucleotide binding",0.0638297872340425,0.018008658008658,0.00668425239207137,0.0326785672501267,0.022202662916354,"YHR005C/YJR072C/YBR025C/YDL055C/YOR165W/YML085C",6,1,80,7,"MF_guanyl ribonucleotide binding"
"BP","GO:1903825","organic acid transmembrane transport",0.0638297872340425,0.0112301313061507,0.000596927514154509,0.0304747204594671,0.0253983562809232,"YDR508C/YGR191W/YPL058C/YBR069C/YMR241W/YPR058W",6,1,80,7,"BP_organic acid transmembrane transport"
"MF","GO:0008509","anion transmembrane transporter activity",0.0638297872340425,0.0187012987012987,0.0080043829564226,0.0374673244768718,0.0254562683048602,"YDR508C/YGR191W/YNR013C/YBR069C/YMR241W/YPR058W",6,1,80,7,"MF_anion transmembrane transporter activity"
"BP","GO:0006997","nucleus organization",0.0638297872340425,0.0124395300621977,0.00103085006667795,0.0386806266192967,0.0322373534928051,"YHR005C/YLR347C/YKR082W/YML103C/YJL039C/YDR457W",6,1,80,7,"BP_nucleus organization"
"MF","GO:0046961","proton-transporting ATPase activity, rotational mechanism",0.0531914893617021,0.00311688311688312,7.44070273164754e-06,0.000288668373975117,0.000196128751696013,"YJR121W/YBR039W/YDL185W/YBR127C/YLR447C",5,1,80,7,"MF_proton-transporting ATPase activity, rotational mechanism"
"MF","GO:0036442","proton-exporting ATPase activity",0.0531914893617021,0.00346320346320346,1.31212897261417e-05,0.000288668373975117,0.000196128751696013,"YJR121W/YBR039W/YDL185W/YBR127C/YLR447C",5,1,80,7,"MF_proton-exporting ATPase activity"
"CC","GO:0101031","chaperone complex",0.0531914893617021,0.00276147739040387,3.83083070195646e-06,0.000781489463199117,0.000717776699945526,"YIL142W/YJR064W/YDR188W/YDR212W/YJL012C",5,1,80,7,"CC_chaperone complex"
"MF","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",0.0531914893617021,0.00554112554112554,0.000146031536407596,0.00146031536407596,0.000992175988989409,"YJR121W/YBR039W/YDL185W/YBR127C/YLR447C",5,1,80,7,"MF_ATPase activity, coupled to transmembrane movement of ions, rotational mechanism"
"BP","GO:0061077","chaperone-mediated protein folding",0.0531914893617021,0.0027643400138217,3.85016554447475e-06,0.00186733028907026,0.00155627744113506,"YIL142W/YJR064W/YDR188W/YDL100C/YDR212W",5,1,80,7,"BP_chaperone-mediated protein folding"
"MF","GO:0005085","guanyl-nucleotide exchange factor activity",0.0531914893617021,0.009004329004329,0.00145843209065356,0.0106951686647927,0.00726657392536158,"YOR260W/YEL022W/YDL100C/YLR347C/YNL297C",5,1,80,7,"MF_guanyl-nucleotide exchange factor activity"
"CC","GO:0016469","proton-transporting two-sector ATPase complex",0.0531914893617021,0.00604073179150846,0.000223103727749436,0.0106967676747478,0.00982468857639373,"YJR121W/YBR039W/YDL185W/YBR127C/YLR447C",5,1,80,7,"CC_proton-transporting two-sector ATPase complex"
"MF","GO:0015238","drug transmembrane transporter activity",0.0531914893617021,0.0109090909090909,0.0034276482624259,0.0198442794140447,0.0134827161569108,"YDR508C/YGR191W/YBR069C/YPR156C/YPR058W",5,1,80,7,"MF_drug transmembrane transporter activity"
"MF","GO:0046943","carboxylic acid transmembrane transporter activity",0.0531914893617021,0.014025974025974,0.00994003405822545,0.043736149856192,0.0297154702372214,"YDR508C/YGR191W/YBR069C/YMR241W/YPR058W",5,1,80,7,"MF_carboxylic acid transmembrane transporter activity"
"BP","GO:0006606","protein import into nucleus",0.0531914893617021,0.00881133379405667,0.00132198735701167,0.0386806266192967,0.0322373534928051,"YLR347C/YKR082W/YML103C/YMR235C/YDR002W",5,1,80,7,"BP_protein import into nucleus"
"BP","GO:0051170","import into nucleus",0.0531914893617021,0.00967519004837595,0.00201692202983507,0.0421061766014656,0.0350922882581938,"YLR347C/YKR082W/YML103C/YMR235C/YDR002W",5,1,80,7,"BP_import into nucleus"
"MF","GO:0044183","protein binding involved in protein folding",0.0425531914893617,0.00225108225108225,4.20720833295832e-05,0.000559150812387972,0.000379901508895177,"YIL142W/YJR064W/YDR188W/YDR212W",4,1,80,7,"MF_protein binding involved in protein folding"
"CC","GO:0005832","chaperonin-containing T-complex",0.0425531914893617,0.00189851570590266,1.96559049978648e-05,0.00200490230978221,0.00184144794190523,"YIL142W/YJR064W/YDR188W/YDR212W",4,1,80,7,"CC_chaperonin-containing T-complex"
"MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",0.0425531914893617,0.00363636363636364,0.000318675342207124,0.00292119063689863,0.00198473239444788,"YGR175C/YLR056W/YMR015C/YGL055W",4,1,80,7,"MF_oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
"CC","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain",0.0425531914893617,0.00224370037970314,4.15382369549146e-05,0.00282460011293419,0.00259431795718414,"YJR121W/YBR039W/YDL185W/YBR127C",4,1,80,7,"CC_proton-transporting two-sector ATPase complex, catalytic domain"
"MF","GO:0015179","L-amino acid transmembrane transporter activity",0.0425531914893617,0.00432900432900433,0.000640806382847887,0.00544201537000443,0.0036974458494767,"YDR508C/YGR191W/YBR069C/YPR058W",4,1,80,7,"MF_L-amino acid transmembrane transporter activity"
"BP","GO:0006895","Golgi to endosome transport",0.0425531914893617,0.00310988251554941,0.000167698841616915,0.0180742084853786,0.0150634748961159,"YGL206C/YDR141C/YHR108W/YNL297C",4,1,80,7,"BP_Golgi to endosome transport"
"MF","GO:0015171","amino acid transmembrane transporter activity",0.0425531914893617,0.00761904761904762,0.00543330867633611,0.0298831977198486,0.0203034166326244,"YDR508C/YGR191W/YBR069C/YPR058W",4,1,80,7,"MF_amino acid transmembrane transporter activity"
"BP","GO:0032386","regulation of intracellular transport",0.0425531914893617,0.00414651002073255,0.000540445977369912,0.0304747204594671,0.0253983562809232,"YHR005C/YDR335W/YJL039C/YPR181C",4,1,80,7,"BP_regulation of intracellular transport"
"BP","GO:0006458","'de novo' protein folding",0.0425531914893617,0.00431928127159641,0.000635442926166254,0.0308189819190633,0.0256852719629307,"YIL142W/YJR064W/YDR188W/YDR212W",4,1,80,7,"BP_'de novo' protein folding"
"MF","GO:0000287","magnesium ion binding",0.0425531914893617,0.00865800865800866,0.00856029855319381,0.0392347017021383,0.0266570700559983,"YOR136W/YMR108W/YKL181W/YOL061W",4,1,80,7,"MF_magnesium ion binding"
"BP","GO:0006696","ergosterol biosynthetic process",0.0425531914893617,0.00535590877677954,0.00146717999730142,0.0386806266192967,0.0322373534928051,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,80,7,"BP_ergosterol biosynthetic process"
"BP","GO:0016129","phytosteroid biosynthetic process",0.0425531914893617,0.00535590877677954,0.00146717999730142,0.0386806266192967,0.0322373534928051,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,80,7,"BP_phytosteroid biosynthetic process"
"BP","GO:0044108","cellular alcohol biosynthetic process",0.0425531914893617,0.00535590877677954,0.00146717999730142,0.0386806266192967,0.0322373534928051,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,80,7,"BP_cellular alcohol biosynthetic process"
"BP","GO:0097384","cellular lipid biosynthetic process",0.0425531914893617,0.00535590877677954,0.00146717999730142,0.0386806266192967,0.0322373534928051,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,80,7,"BP_cellular lipid biosynthetic process"
"BP","GO:1902653","secondary alcohol biosynthetic process",0.0425531914893617,0.0055286800276434,0.0016561325949236,0.0386806266192967,0.0322373534928051,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,80,7,"BP_secondary alcohol biosynthetic process"
"MF","GO:0019842","vitamin binding",0.0425531914893617,0.00935064935064935,0.0111907786497043,0.0482739471163713,0.0327985669403097,"YER086W/YMR108W/YMR296C/YDR062W",4,1,80,7,"MF_vitamin binding"
"BP","GO:0007029","endoplasmic reticulum organization",0.0425531914893617,0.00570145127850726,0.00186137194564652,0.0410347906199347,0.0341993697190557,"YDR141C/YDL100C/YOR165W/YML072C",4,1,80,7,"BP_endoplasmic reticulum organization"
"BP","GO:0008204","ergosterol metabolic process",0.0425531914893617,0.00587422252937111,0.00208360461533026,0.0421061766014656,0.0350922882581938,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,80,7,"BP_ergosterol metabolic process"
"BP","GO:0016128","phytosteroid metabolic process",0.0425531914893617,0.00587422252937111,0.00208360461533026,0.0421061766014656,0.0350922882581938,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,80,7,"BP_phytosteroid metabolic process"
"BP","GO:1902652","secondary alcohol metabolic process",0.0425531914893617,0.00604699378023497,0.00232353127839223,0.0459964355110298,0.03833452248776,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,80,7,"BP_secondary alcohol metabolic process"
"BP","GO:0099132","ATP hydrolysis coupled cation transmembrane transport",0.0425531914893617,0.00621976503109883,0.00258184576785532,0.0499615370507435,0.0416391323439729,"YJR121W/YBR039W/YBR127C/YLR447C",4,1,80,7,"BP_ATP hydrolysis coupled cation transmembrane transport"
"MF","GO:0016409","palmitoyltransferase activity",0.0319148936170213,0.00207792207792208,0.000826081641330539,0.00673103559602662,0.00457323949586498,"YKL182W/YMR296C/YDR062W",3,1,80,7,"MF_palmitoyltransferase activity"
"MF","GO:0017056","structural constituent of nuclear pore",0.0319148936170213,0.00432900432900433,0.0074107227053142,0.0354425868515027,0.0240806092483894,"YKR082W/YML103C/YJL039C",3,1,80,7,"MF_structural constituent of nuclear pore"
"BP","GO:0046822","regulation of nucleocytoplasmic transport",0.0319148936170213,0.00224602626123013,0.00105443006712433,0.0386806266192967,0.0322373534928051,"YHR005C/YDR335W/YJL039C",3,1,80,7,"BP_regulation of nucleocytoplasmic transport"
"BP","GO:0006409","tRNA export from nucleus",0.0319148936170213,0.00259156876295784,0.00163842978488153,0.0386806266192967,0.0322373534928051,"YDR335W/YKR082W/YMR235C",3,1,80,7,"BP_tRNA export from nucleus"
"BP","GO:0006874","cellular calcium ion homeostasis",0.0319148936170213,0.00259156876295784,0.00163842978488153,0.0386806266192967,0.0322373534928051,"YLR220W/YEL031W/YBR127C",3,1,80,7,"BP_cellular calcium ion homeostasis"
"BP","GO:0071431","tRNA-containing ribonucleoprotein complex export from nucleus",0.0319148936170213,0.00259156876295784,0.00163842978488153,0.0386806266192967,0.0322373534928051,"YDR335W/YKR082W/YMR235C",3,1,80,7,"BP_tRNA-containing ribonucleoprotein complex export from nucleus"
"BP","GO:0055074","calcium ion homeostasis",0.0319148936170213,0.0027643400138217,0.00199293046163182,0.0421061766014656,0.0350922882581938,"YLR220W/YEL031W/YBR127C",3,1,80,7,"BP_calcium ion homeostasis"
"MF","GO:0017111","nucleoside-triphosphatase activity",0.21,0.0718365933875714,5.85973695119703e-06,0.000380122713996105,0.000259012187638324,"YJR121W/YBR039W/YDL100C/YHR005C/YGL201C/YLR188W/YLR106C/YJR072C/YBR025C/YPL058C/YOR117W/YDR190C/YBR080C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C/YLR447C",21,1,80,9,"MF_nucleoside-triphosphatase activity"
"MF","GO:0016462","pyrophosphatase activity",0.21,0.0758178985632681,1.35758112141466e-05,0.000380122713996105,0.000259012187638324,"YJR121W/YBR039W/YDL100C/YHR005C/YGL201C/YLR188W/YLR106C/YJR072C/YBR025C/YPL058C/YOR117W/YDR190C/YBR080C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C/YLR447C",21,1,80,9,"MF_pyrophosphatase activity"
"MF","GO:0016817","hydrolase activity, acting on acid anhydrides",0.21,0.0758178985632681,1.35758112141466e-05,0.000380122713996105,0.000259012187638324,"YJR121W/YBR039W/YDL100C/YHR005C/YGL201C/YLR188W/YLR106C/YJR072C/YBR025C/YPL058C/YOR117W/YDR190C/YBR080C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C/YLR447C",21,1,80,9,"MF_hydrolase activity, acting on acid anhydrides"
